,Unnamed: 0,service_request_id,grievance,translated_text
1035,1035,101004371310,"Please enforce proper signage. These signs are blocking parking across from 364 and 366 Meridian, but issued only for 362. They are also not the proper signs as required by BTD. This prevents resident from utilizing their legal partking rights, given by a paid permit. Thank you.","Estas señales están bloqueando el estacionamiento frente a 364 y 366 Meridian, pero emitidas sólo para 362. Tampoco son las señales adecuadas como requiere BTD. Esto impide que el residente utilice sus derechos legales de participación, dados por un permiso pagado. Gracias."
1036,1036,101004371301,Left on the sidewalk,Izquierda en la acera
1037,1037,101004371292,"On brick and on fence, please powerwash","En ladrillo y en la cerca, por favor powerwash"
1038,1038,101004371277,A short report of what happens in North end Boston! The barriers are more then 36 inches and you also cannot walk through because the table is blocking. The picture are very relevant! Thank you!,Un breve informe de lo que sucede en el extremo norte de Boston! Las barreras son más de 36 pulgadas y también no se puede caminar porque la mesa está bloqueando. La imagen son muy relevantes! Gracias!
1039,1039,101004371284,Fireworks in Orient Heights (East Boston),Fuegos artificiales en Orient Heights (East Boston)
1040,1040,101004371283,"Can this bicycle frame be removed, it's all rusted and stripped","¿Se puede quitar este marco de bicicleta, todo está oxidado y despojado"
1041,1041,101004371198,Dark gray jeep in resident parking with no RPP,Jeep gris oscuro en estacionamiento residente sin RPP
1042,1042,101004371280,Just a shot report of what happens in north end Boston outdoor sitting!The barriers are more then 36 inches and you can not work through because the tables is blocking. Relevant pictures! Thank you!,Sólo un informe de tiro de lo que sucede en el extremo norte de Boston al aire libre sentado!Las barreras son más de 36 pulgadas y no se puede trabajar a través de porque las mesas está bloqueando. Fotos relevantes! Gracias!
1043,1043,101004371209,Car parked past no stopping pole,Coche estacionado más allá de ningún poste de parada
1044,1044,101004371211,Constituent states there are multiple cars that are parked on the street that is resident parking only with no sticker . Constituent is requesting inspection and ticket. | How is the car parked illegally: [Resident parking spot]  Type of vehicle: [Car]  Make: [Honda]  Model: [4DR]  Color: [GreySilver]  Vehicle License Plate State: [MA],Los estados constituyentes hay varios coches que están estacionados en la calle que es estacionamiento residente sólo con ninguna etiqueta adhesiva. Constituyente está solicitando inspección y billete.  ¿Cómo es el coche estacionado ilegalmente: [lugar de estacionamiento residente] Tipo de vehículo: [Auto] Marca: [Honda] Modelo: [4DR] Color: [GreySilver] Licencia de vehículo Estado de la placa: [MA]
1045,1045,101004371212,Gray jeep mass  plate  no sticker,Placa de masa de jeep gris sin pegatina
1046,1046,101004371255,107 Munroe street is operating outside of its permit. Not sure what they are doing but it's noisy...9:20pmThank you,"107 Munroe Street está operando fuera de su permiso. No está seguro de lo que están haciendo, pero es ruidoso...9:20pmGracias"
1047,1047,101004370717,This building make a portion of the public st as a private parking spot,Este edificio hace una porción del st público como lugar de estacionamiento privado
1048,1048,101004370757,White vehicle with smashed front end is still parked on the street in a different location .,Vehículo blanco con la parte delantera aplastada todavía está estacionado en la calle en una ubicación diferente.
1049,1049,101004370763,Not a zip car,No es un coche con cremallera
1050,1050,101004370882,Truck parked too close to the fire hydrant.  Truck left in the parking spot for more than a week. Truck was issued a ticket yesterday but is still parked in the same spot.,"Camión aparcado demasiado cerca de la boca de incendios. Camión dejado en el lugar de estacionamiento durante más de una semana. Camión se emitió un billete ayer, pero todavía está estacionado en el mismo lugar."
1051,1051,101004371273,"MOn july 4th | Date of scheduled pickup: [Monday, July 4, 2022]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curbside Pickup]","MOn 4 de julio  Fecha de recogida programada: [Lunes, 4 de julio de 2022] Artículo solicitado para una colección: [TV (1) Acondicionador de aire (0) Refrigerador / Congelador (0) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Mon / Thurs] Recojo de la curva o un callejón: [Curbside Pickup]"
1052,1052,101004370956,Car without plates that has hit another car,Coche sin placas que ha chocado con otro coche
1053,1053,101004370959,Cars lined up on Berkeley no parking 4 to 6,Coches alineados en Berkeley sin aparcamiento 4 a 6
1054,1054,101004370990,This idiot is taking up two spaces. Please ticket and tow. Thanks.,Este idiota está ocupando dos espacios.
1055,1055,101004370999,CARS PARKED ON K STREET SOUTH BOSTON AT 150 T0136 HAVE NO RPPS PLEASE TAG,Coches estacionados en la calle K Boston Sur a 150 T0136 no tienen RPPS por favor Tag
1056,1056,101004371053,Vehicle parked in RESIDENT ONLY zone with NO Sticker....,Vehículo estacionado en zona RESIDENTE SOLAMENTE sin pegatina...
1057,1057,101004371258,Totaled vehicle parked in the street in different location .,Vehículo totalizado estacionado en la calle en diferente ubicación.
1058,1058,101004371262,Light is out marked with yellow tape pole 2357/6,La luz está marcada con un poste de cinta amarilla 2357/6
1059,1059,101004371082,Motorcycle parked on street for 5 days with no license plate showing,Motocicleta estacionada en la calle durante 5 días sin matrícula
1060,1060,101004371089,Non resident parked here since Sunday please tag,No residente estacionado aquí desde el domingo por favor etiqueta
1061,1061,101004370948,Glass and metal falling off...serious issue. Could cause injury,Vidrio y metal cayendo... grave problema. Podría causar lesiones.
1062,1062,101004371232,The line at the Cisco beer garden blocks access to the blue bike station,La línea en el jardín de cerveza Cisco bloquea el acceso a la estación de bicicletas azules
1063,1063,101004371136,"The street lamp, the top portion has broken glass and they are dangerous because people are walking below them | Problem: [Other]","La lámpara de la calle, la porción superior tiene vidrio roto y son peligrosos porque la gente está caminando por debajo de ellos  Problema: [Otro]"
1064,1064,101004371088,Utility can illegally parking in a handicap spot,Utilidad puede aparcar ilegalmente en un lugar para discapacitados
1065,1065,101004371163,Blocking a handicap ramp | How is the car parked illegally: [Other]  Type of vehicle: [Car]  Make: [Hyundai]  Model: [4DR],Bloqueo de una rampa de desventaja  ¿Cómo es el coche estacionado ilegalmente: [Otro] Tipo de vehículo: [Coche] Marca: [Hyundai] Modelo: [4DR]
1066,1066,101004371188,How is the car parked illegally: [Handicapped parking space]  Make: [Toyota]  Model: [4DR]  Color: [GreySilver]  Vehicle License Plate Registration: [26x620]  Vehicle License Plate State: [MA],¿Cómo se estaciona ilegalmente el coche? [Parque de estacionamiento adaptado] Marca: [Toyota] Modelo: [4DR] Color: [GreySilver] Registro de matrícula del vehículo: [26x620] Estado de matrícula del vehículo: [MA]
1067,1067,101004371200,This truck is parking in this area for the last 2 weeks. We can't park around here,Este camión está estacionado en esta zona durante las últimas 2 semanas.
1068,1068,101004371259,Light is out marked with yellow tape at Clearwater dr,La luz está marcada con cinta amarilla en Clearwater dr
1069,1069,101004371257,Poison ivy all over sidewalk,Hiedra venenosa por toda la acera
1070,1070,101004371254,Light is out marked with yellow tape 800L DP,La luz está marcada con cinta amarilla 800L DP
1071,1071,101004371253,Just a Short report of what happends in north end Boston  The barriers are more the 36 inches and is no room to pass through because the tables are blocking . You can see that very well in the photos . Thank you!,Sólo un breve informe de lo que sucede en el extremo norte de Boston Las barreras son más de 36 pulgadas y no hay espacio para pasar porque las mesas están bloqueando. Se puede ver muy bien en las fotos. Gracias!
1072,1072,101004108081,Wall pack unit out,Unidad de embalaje de pared fuera
1073,1073,101004108080,Two pendent lights out inbound side Rutherford Ave  ery dark,Dos luces pendent hacia el lado entrante Rutherford Ave ery oscuro
1074,1074,101004044733,Street lights out. Danger,Luces callejeras apagadas.
1075,1075,101004371252,Light is out marked with yellow tape 800L DP,La luz está marcada con cinta amarilla 800L DP
1076,1076,101004371251,Truck parked in NO PARKING TOW ZONE...please ticket.,Camión estacionado en ninguna zona de estacionamiento... por favor billete.
1077,1077,101004371249,The playground at Charlestown Navy Yard is flooded and not draining. There is also a lot of trash scattered throughout.,El parque infantil de Charlestown Navy Yard está inundado y no es drenante. También hay una gran cantidad de basura dispersa por todas partes.
1078,1078,101004371248,Light is out marked with yellow tape pole vz129A,La luz está marcada con un poste de cinta amarilla vz129A
1079,1079,101004371183,Double parked illegals all down Shamir ave!,¡Aparcados ilegales por Shamir ave!
1080,1080,101004371108,Car blocking sidewalk,Bloqueo de la acera del coche
1081,1081,101004371244,Load music and noise that's keeping my son up cause it's so load,Carga música y ruido que mantiene a mi hijo arriba porque es tan fuerte
1082,1082,101004371193,Non residents parked in resident parking on Washington St. Peter's park side! Please ticket!!!,No residentes estacionados en el estacionamiento de residentes en el lado del parque de Washington St. Peter!
1083,1083,101004371245,"Double illegal parking in the bus stop; we had to board in the middle of summer street. I know the area will be ALL CLEAR when you close my case at 3 AM so the point of my report is to AGAIN ask for more frequent patrols when this bad behavior is actually happening...5 PM-9 PM. I won't have to open a report and you won't have to close it with a snarky comment. Added bonus: no one gets hit by a driver who is suddenly in a hurry to pull out around the bus (yup, someone almost did tonight) Everybody wins!","Doble estacionamiento ilegal en la parada de autobús; tuvimos que abordar en el medio de la calle de verano. Sé que la zona estará totalmente clara cuando cierre mi caso a las 3 de la mañana así que el punto de mi informe es que otra vez pedir patrullas más frecuentes cuando este mal comportamiento está sucediendo en realidad... 5 PM-9 PM. No voy a tener que abrir un informe y no tendrá que cerrar con un comentario sarcástico. Bono añadido: nadie es golpeado por un conductor que está de repente en una prisa para retirarse alrededor del autobús (yup, alguien casi lo hizo esta noche) Todo el mundo gana!"
1084,1084,101003955965,Street light out,Luz de la calle apagada
1085,1085,101004371208,Truck with non-commercial plates with no resident sticker in a resident zone,Camión con placas no comerciales sin pegatina residente en una zona residente
1086,1086,101004371132,Vehicle parked in TOW ZONE,Vehículo estacionado en la zona de remolque
